Worker_Thread_Count,branch,Schedule_Queue_Count,Event_Processing_Rate_(per_sec)_Mean,Event_Processing_Rate_(per_sec)_CI_Lower,Event_Processing_Rate_(per_sec)_CI_Upper,Event_Processing_Rate_(per_sec)_Median,Event_Processing_Rate_(per_sec)_Lower_Quartile,Event_Processing_Rate_(per_sec)_Upper_Quartile,Simulation_Runtime_(secs.)_Mean,Simulation_Runtime_(secs.)_CI_Lower,Simulation_Runtime_(secs.)_CI_Upper,Simulation_Runtime_(secs.)_Median,Simulation_Runtime_(secs.)_Lower_Quartile,Simulation_Runtime_(secs.)_Upper_Quartile,Event_Commitment_Ratio_Mean,Event_Commitment_Ratio_CI_Lower,Event_Commitment_Ratio_CI_Upper,Event_Commitment_Ratio_Median,Event_Commitment_Ratio_Lower_Quartile,Event_Commitment_Ratio_Upper_Quartile,Speedup_w.r.t._Sequential_Simulation_Mean,Speedup_w.r.t._Sequential_Simulation_CI_Lower,Speedup_w.r.t._Sequential_Simulation_CI_Upper,Speedup_w.r.t._Sequential_Simulation_Median,Speedup_w.r.t._Sequential_Simulation_Lower_Quartile,Speedup_w.r.t._Sequential_Simulation_Upper_Quartile
6,HashingPOC,6,74393.47726900042,74053.40727404319,74733.54726395765,74237.46002979795,74181.15206518199,74683.81109242007,114.5338,114.0110407289055,115.0565592710945,114.773,114.0875,114.8605,1.0000066193927786,1.0000021841339515,1.0000110546516057,1.0000058682560096,1.0000034035884855,1.0000102107654565,0.026193424871101247,0.02607366630531805,0.026313183436884442,0.02613855174997604,0.02611864331329917,0.02629564298946592
6,master,6,76981.99932957056,76622.30164342566,77341.69701571547,76888.97712403556,76741.89918857164,77268.61057333699,110.68220000000001,110.16546529983997,111.19893470016005,110.815,110.2705,111.0275,1.0000025350865962,0.9999995439319549,1.0000055262412375,1.000001291016322,1.0000007041907213,1.000004988017608,0.027104936255533858,0.026978223682495556,0.02723164882857216,0.027072147272481164,0.027020368433278593,0.027205898569315462
