branch,Schedule_Queue_Count,Event_Processing_Rate_(per_sec)_Mean,Event_Processing_Rate_(per_sec)_CI_Lower,Event_Processing_Rate_(per_sec)_CI_Upper,Event_Processing_Rate_(per_sec)_Median,Event_Processing_Rate_(per_sec)_Lower_Quartile,Event_Processing_Rate_(per_sec)_Upper_Quartile,Simulation_Runtime_(secs.)_Mean,Simulation_Runtime_(secs.)_CI_Lower,Simulation_Runtime_(secs.)_CI_Upper,Simulation_Runtime_(secs.)_Median,Simulation_Runtime_(secs.)_Lower_Quartile,Simulation_Runtime_(secs.)_Upper_Quartile,Event_Commitment_Ratio_Mean,Event_Commitment_Ratio_CI_Lower,Event_Commitment_Ratio_CI_Upper,Event_Commitment_Ratio_Median,Event_Commitment_Ratio_Lower_Quartile,Event_Commitment_Ratio_Upper_Quartile,Speedup_w.r.t._Sequential_Simulation_Mean,Speedup_w.r.t._Sequential_Simulation_CI_Lower,Speedup_w.r.t._Sequential_Simulation_CI_Upper,Speedup_w.r.t._Sequential_Simulation_Median,Speedup_w.r.t._Sequential_Simulation_Lower_Quartile,Speedup_w.r.t._Sequential_Simulation_Upper_Quartile
fossil_thread,3,470222.57275083876,463038.32737828785,477406.8181233897,467783.6265617873,466676.63801882754,474987.9805773757,13.317699999999999,13.098003686514724,13.537396313485273,13.3741,13.17175,13.43545,1.004870423132602,1.002678222157872,1.007062624107332,1.0043915100895282,1.0037490045401694,1.0062312982465713,1.1534421738128793,1.1341707413884115,1.172713606237347,1.1484137250357034,1.1431880452781278,1.1662105267362182
master,3,467319.0620522041,461173.3383187413,473464.7857856669,469353.7951119918,463598.2690288534,470022.4885456609,13.386619999999999,13.182619169753947,13.590620830246051,13.3224,13.2967,13.50865,1.0038596570244436,1.0017732708429636,1.0059460432059235,1.003497280668489,1.0026160607514383,1.0052844414754263,1.1474757782879041,1.1302616301132877,1.1646899264625206,1.1528703536900258,1.1371545481749248,1.1550997206998226
